species,strain,sex,organ,finding,severity,n_studies,n_animals,n_affected,mean_incidence_pct,sd_incidence_pct,min_incidence_pct,max_incidence_pct,duration_category,source,confidence,notes,year_min,year_max,severity_scale_version,terminology_version,severity_distribution,source_page,source_table,source_row_label,flags
CYNO,MACACA_FASCICULARIS,M,SMALL INTESTINE,diverticulum/glandular herniation,ANY,20,285,3,1.05,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Small Intestine / diverticulum/glandular herniation,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SMALL INTESTINE,diverticulum/glandular herniation,ANY,20,285,2,0.7,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Small Intestine / diverticulum/glandular herniation,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,balantidium in the lumen,ANY,24,285,68,23.86,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / balantidium in the lumen,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,balantidium in the lumen,ANY,24,285,46,16.14,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / balantidium in the lumen,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,inflammatory cell infiltrations,ANY,24,285,16,5.61,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,inflammatory cell infiltrations,ANY,24,285,16,5.61,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,"syncytial cells, GALT",ANY,24,285,9,3.16,,0,75,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,"Large Intestine / syncytial cells, GALT",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,"syncytial cells, GALT",ANY,24,285,11,3.86,,0,75,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,"Large Intestine / syncytial cells, GALT",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,inflammation/colitis,ANY,24,285,8,2.81,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / inflammation/colitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,inflammation/colitis,ANY,24,285,4,1.4,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / inflammation/colitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,vasculitis/perivasculitis,ANY,24,285,5,1.75,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / vasculitis/perivasculitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,vasculitis/perivasculitis,ANY,24,285,6,2.11,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / vasculitis/perivasculitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,glandular microherniation,ANY,24,285,4,1.4,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / glandular microherniation,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,glandular microherniation,ANY,24,285,4,1.4,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / glandular microherniation,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,LARGE INTESTINE,parasitic granuloma/fibrosis/mineralization,ANY,24,285,2,0.7,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / parasitic granuloma/fibrosis/mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,LARGE INTESTINE,parasitic granuloma/fibrosis/mineralization,ANY,24,285,3,1.05,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Large Intestine / parasitic granuloma/fibrosis/mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ESOPHAGUS,inflammatory cell infiltrations,ANY,15,285,11,3.86,,0,60,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Esophagus / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ESOPHAGUS,inflammatory cell infiltrations,ANY,15,285,8,2.81,,0,60,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Esophagus / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ESOPHAGUS,focal muscle atrophy/degeneration,ANY,15,285,8,2.81,,0,14.2,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Esophagus / focal muscle atrophy/degeneration,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ESOPHAGUS,focal muscle atrophy/degeneration,ANY,15,285,9,3.16,,0,14.2,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Esophagus / focal muscle atrophy/degeneration,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,TONGUE,inflammation/subepithelial myositis,ANY,19,285,15,5.26,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Tongue / inflammation/subepithelial myositis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,TONGUE,inflammation/subepithelial myositis,ANY,19,285,7,2.46,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Tongue / inflammation/subepithelial myositis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,TONGUE,inflammatory cell foci,ANY,19,285,9,3.16,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Tongue / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,TONGUE,inflammatory cell foci,ANY,19,285,3,1.05,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 4,Tongue / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,KIDNEY,inflammatory cell infiltrations,ANY,56,285,87,30.53,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,KIDNEY,inflammatory cell infiltrations,ANY,56,285,77,27.02,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / inflammatory cell infiltrations,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,KIDNEY,interstitial nephritis,ANY,56,285,27,9.47,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / interstitial nephritis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,KIDNEY,interstitial nephritis,ANY,56,285,29,10.18,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / interstitial nephritis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,KIDNEY,mineral deposits/mineralization,ANY,56,285,6,2.11,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / mineral deposits/mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,KIDNEY,mineral deposits/mineralization,ANY,56,285,9,3.16,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / mineral deposits/mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,KIDNEY,glomerulonephritis/sclerosis,ANY,56,285,6,2.11,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / glomerulonephritis/sclerosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,KIDNEY,glomerulonephritis/sclerosis,ANY,56,285,5,1.75,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / glomerulonephritis/sclerosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,KIDNEY,tubular degeneration/regeneration,ANY,56,285,5,1.75,,,,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / tubular degeneration/regeneration,range_not_reported
CYNO,MACACA_FASCICULARIS,F,KIDNEY,tubular degeneration/regeneration,ANY,56,285,4,1.4,,,,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Kidney / tubular degeneration/regeneration,range_not_reported
CYNO,MACACA_FASCICULARIS,M,URINARY BLADDER,inflammatory cell foci,ANY,19,285,12,4.21,,0,66.7,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Urinary Bladder / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,URINARY BLADDER,inflammatory cell foci,ANY,19,285,15,5.26,,0,66.7,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Urinary Bladder / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,URINARY BLADDER,"focal mineralization, adventitial remnants",ANY,19,285,6,2.11,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,"Urinary Bladder / focal mineralization, adventitial remnants",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,URINARY BLADDER,"focal mineralization, adventitial remnants",ANY,19,285,0,0.0,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,"Urinary Bladder / focal mineralization, adventitial remnants",range_cross_sex|zero_cases
CYNO,MACACA_FASCICULARIS,M,URINARY BLADDER,cystitis/eosinophilic cystitis,ANY,19,285,3,1.05,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Urinary Bladder / cystitis/eosinophilic cystitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,URINARY BLADDER,cystitis/eosinophilic cystitis,ANY,19,285,3,1.05,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Urinary Bladder / cystitis/eosinophilic cystitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,TESTIS,"hypoplasia, seminiferous tubules",ANY,5,285,4,1.4,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,"Testis / hypoplasia, seminiferous tubules",sex_specific_organ
CYNO,MACACA_FASCICULARIS,M,TESTIS,inflammatory cell foci,ANY,5,285,1,0.35,,,,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Testis / inflammatory cell foci,sex_specific_organ|range_not_reported
CYNO,MACACA_FASCICULARIS,M,EPIDIDYMIS,inflammatory cell foci/inflammation,ANY,3,285,6,2.11,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Epididymis / inflammatory cell foci/inflammation,sex_specific_organ
CYNO,MACACA_FASCICULARIS,M,EPIDIDYMIS,arteritis/periarteritis,ANY,3,285,5,1.75,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Epididymis / arteritis/periarteritis,sex_specific_organ
CYNO,MACACA_FASCICULARIS,M,PROSTATE,inflammatory cell infiltrates,ANY,15,285,9,3.16,,0,66.7,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Prostate / inflammatory cell infiltrates,sex_specific_organ
CYNO,MACACA_FASCICULARIS,F,OVARY,cysts (follicular/paraovarian/rete ovarii),ANY,43,285,25,8.77,,0,66.7,,chamanza_2010,HIGH,see AMB-CHAMANZA-006 (asterisk footnote),2003,2009,unknown,inhand_pre_2024,,4,Table 5,Ovary / cysts (follicular/paraovarian/rete ovarii),sex_specific_organ|ambiguity_logged
CYNO,MACACA_FASCICULARIS,F,OVARY,mineralized atretic follicles,ANY,43,285,20,7.02,,0,66.7,,chamanza_2010,HIGH,see AMB-CHAMANZA-006 (asterisk footnote),2003,2009,unknown,inhand_pre_2024,,4,Table 5,Ovary / mineralized atretic follicles,sex_specific_organ|ambiguity_logged
CYNO,MACACA_FASCICULARIS,M,THYROID GLAND,ectopic thymus,ANY,39,285,31,10.88,,0,83.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / ectopic thymus,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYROID GLAND,ectopic thymus,ANY,39,285,33,11.58,,0,83.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / ectopic thymus,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYROID GLAND,cysts/ultimobranchial cysts,ANY,39,285,22,7.72,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / cysts/ultimobranchial cysts,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYROID GLAND,cysts/ultimobranchial cysts,ANY,39,285,13,4.56,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / cysts/ultimobranchial cysts,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYROID GLAND,dilated/cystic follicles,ANY,39,285,13,4.56,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / dilated/cystic follicles,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYROID GLAND,dilated/cystic follicles,ANY,39,285,5,1.75,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / dilated/cystic follicles,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYROID GLAND,lymphocytic thyroiditis,ANY,39,285,1,0.35,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / lymphocytic thyroiditis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYROID GLAND,lymphocytic thyroiditis,ANY,39,285,3,1.05,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Thyroid Gland / lymphocytic thyroiditis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ADRENAL GLAND,mineralization,ANY,19,285,5,1.75,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ADRENAL GLAND,mineralization,ANY,19,285,3,1.05,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / mineralization,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ADRENAL GLAND,cortical cell vacuolation,ANY,19,285,2,0.7,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / cortical cell vacuolation,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ADRENAL GLAND,cortical cell vacuolation,ANY,19,285,6,2.11,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / cortical cell vacuolation,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ADRENAL GLAND,pigment,ANY,19,285,2,0.7,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / pigment,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ADRENAL GLAND,pigment,ANY,19,285,3,1.05,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / pigment,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,ADRENAL GLAND,adrenohepatic fusion/adhesion,ANY,19,285,2,0.7,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / adrenohepatic fusion/adhesion,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,ADRENAL GLAND,adrenohepatic fusion/adhesion,ANY,19,285,3,1.05,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Adrenal Gland / adrenohepatic fusion/adhesion,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,PARATHYROID GLAND,ectopic thymus,ANY,22,285,10,3.51,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid Gland / ectopic thymus,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,PARATHYROID GLAND,ectopic thymus,ANY,22,285,6,2.11,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid Gland / ectopic thymus,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,PARATHYROID GLAND,congenital cysts,ANY,22,285,10,3.51,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid Gland / congenital cysts,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,PARATHYROID GLAND,congenital cysts,ANY,22,285,5,1.75,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Parathyroid Gland / congenital cysts,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,PITUITARY,inflammatory cell foci,ANY,10,285,4,1.4,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,PITUITARY,inflammatory cell foci,ANY,10,285,2,0.7,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / inflammatory cell foci,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,PITUITARY,cysts,ANY,10,285,6,2.11,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / cysts,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,PITUITARY,cysts,ANY,10,285,0,0.0,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / cysts,range_cross_sex|zero_cases
CYNO,MACACA_FASCICULARIS,M,PITUITARY,focal anterior pituitary cell hypertrophy,ANY,10,285,2,0.7,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / focal anterior pituitary cell hypertrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,PITUITARY,focal anterior pituitary cell hypertrophy,ANY,10,285,4,1.4,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,4,Table 5,Pituitary / focal anterior pituitary cell hypertrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,MESENTERIC LYMPH NODE,sinus histiocytosis,ANY,12,285,8,2.81,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / sinus histiocytosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,MESENTERIC LYMPH NODE,sinus histiocytosis,ANY,12,285,3,1.05,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / sinus histiocytosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,MESENTERIC LYMPH NODE,eosinophil infiltration,ANY,12,285,3,1.05,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / eosinophil infiltration,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,MESENTERIC LYMPH NODE,eosinophil infiltration,ANY,12,285,4,1.4,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / eosinophil infiltration,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,MESENTERIC LYMPH NODE,lymphangiectasia,ANY,12,285,2,0.7,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / lymphangiectasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,MESENTERIC LYMPH NODE,lymphangiectasia,ANY,12,285,2,0.7,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Mesenteric Lymph Node / lymphangiectasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SUBMANDIBULAR LYMPH NODE,pigmented macrophages,ANY,9,285,6,2.11,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular Lymph Node / pigmented macrophages,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SUBMANDIBULAR LYMPH NODE,pigmented macrophages,ANY,9,285,2,0.7,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular Lymph Node / pigmented macrophages,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SUBMANDIBULAR LYMPH NODE,granulocytic infiltrates,ANY,9,285,3,1.05,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular Lymph Node / granulocytic infiltrates,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SUBMANDIBULAR LYMPH NODE,granulocytic infiltrates,ANY,9,285,3,1.05,,0,20,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Submandibular Lymph Node / granulocytic infiltrates,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYMUS,atrophy,ANY,9,285,4,1.4,,0,66.7,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / atrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYMUS,atrophy,ANY,9,285,6,2.11,,0,66.7,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / atrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYMUS,cystic tubular hyperplasia,ANY,9,285,3,1.05,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / cystic tubular hyperplasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,THYMUS,cystic tubular hyperplasia,ANY,9,285,6,2.11,,0,16.6,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / cystic tubular hyperplasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,THYMUS,myoid cells/muscle tissue,ANY,9,285,0,0.0,,,,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / myoid cells/muscle tissue,zero_cases|range_not_reported
CYNO,MACACA_FASCICULARIS,F,THYMUS,myoid cells/muscle tissue,ANY,9,285,2,0.7,,,,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Thymus / myoid cells/muscle tissue,range_not_reported
CYNO,MACACA_FASCICULARIS,M,SPLEEN,focal lymphoid follicular hyperplasia,ANY,15,285,18,6.32,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / focal lymphoid follicular hyperplasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SPLEEN,focal lymphoid follicular hyperplasia,ANY,15,285,16,5.61,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / focal lymphoid follicular hyperplasia,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SPLEEN,capsular fibrosis,ANY,15,285,6,2.11,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / capsular fibrosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SPLEEN,capsular fibrosis,ANY,15,285,3,1.05,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / capsular fibrosis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SPLEEN,hyalinized germinal centers,ANY,15,285,5,1.75,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / hyalinized germinal centers,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SPLEEN,hyalinized germinal centers,ANY,15,285,3,1.05,,0,37.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 6,Spleen / hyalinized germinal centers,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKIN,dermatitis,ANY,41,285,14,4.91,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / dermatitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SKIN,dermatitis,ANY,41,285,17,5.96,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / dermatitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKIN,hair follicular atrophy,ANY,41,285,5,1.75,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / hair follicular atrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SKIN,hair follicular atrophy,ANY,41,285,7,2.46,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skin / hair follicular atrophy,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKIN,"epidermal hyperplasia, penile",ANY,41,285,4,1.4,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Skin / epidermal hyperplasia, penile",sex_specific_finding
CYNO,MACACA_FASCICULARIS,M,BRAIN,"inflammatory cell foci, meningeal",ANY,26,285,7,2.46,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / inflammatory cell foci, meningeal",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BRAIN,"inflammatory cell foci, meningeal",ANY,26,285,7,2.46,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / inflammatory cell foci, meningeal",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BRAIN,pigment,ANY,26,285,7,2.46,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / pigment,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BRAIN,pigment,ANY,26,285,5,1.75,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / pigment,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BRAIN,"perivasculitis, meningeal",ANY,26,285,6,2.11,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / perivasculitis, meningeal",range_cross_sex
